index_col,content,data,like,place,tags
56,"Posted @withregram ? @emcos_samji 제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 3in1 케이블입니다.?? ..■ 패브릭소재 케이블■ 1.5M■ 최대 3대 까지 동시 충전(마이크로5핀, 라이트닝8핀, C타입)..가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#케이블#충전기#블루#5핀#C타입#갤럭시충전#갤럭시충전기#갤럭시#8핀#아이폰충전#아이폰충전기#아이폰#애플#애플충전기#애플8핀#케이블추천#팔로우#팔로워#올해의색상#충전#디지털#악세사리#라이트닝케이블#pantone#올해의색#펜톤#emcos#엠코스",2020-06-04,8,,"['#팬톤', '#팬톤컬러', '#케이블', '#충전기', '#블루', '#5핀', '#C타입', '#갤럭시충전', '#갤럭시충전기', '#갤럭시', '#8핀', '#아이폰충전', '#아이폰충전기', '#아이폰', '#애플', '#애플충전기', '#애플8핀', '#케이블추천', '#팔로우', '#팔로워', '#올해의색상', '#충전', '#디지털', '#악세사리', '#라이트닝케이블', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스']"
57,Posted @withregram ? @emcos_samji 제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 8핀 케이블입니다.?? .■ 패브릭소재 케이블■ 1.5M■ 최대 480Mbps 강력한 데이터 전송속도가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#케이블#충전기#레드#8핀#아이폰충전#아이폰충전기#아이폰#애플#애플충전기#애플8핀#케이블추천#팔로우#팔로워#올해의색상#충전#디지털#악세사리#라이트닝케이블#pantone#올해의색#펜톤#emcos#엠코스#팬톤케이블,2020-06-04,8,,"['#팬톤', '#팬톤컬러', '#케이블', '#충전기', '#레드', '#8핀', '#아이폰충전', '#아이폰충전기', '#아이폰', '#애플', '#애플충전기', '#애플8핀', '#케이블추천', '#팔로우', '#팔로워', '#올해의색상', '#충전', '#디지털', '#악세사리', '#라이트닝케이블', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스', '#팬톤케이블']"
58,#리그램 - @emcos_samji by @get_regrammer제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 8핀 케이블입니다.?? ■ 패브릭소재 케이블■ 1.5M■ 최대 480Mbps 강력한 데이터 전송속도가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#케이블#충전기#레드#8핀#아이폰충전#아이폰충전기#아이폰#애플#애플충전기#애플8핀#케이블추천#팔로우#팔로워#올해의색상#충전#디지털#악세사리#라이트닝케이블#pantone#올해의색#펜톤#emcos#엠코스#팬톤케이블#pantonecable,2020-06-04,11,,"['#리그램', '#팬톤', '#팬톤컬러', '#케이블', '#충전기', '#레드', '#8핀', '#아이폰충전', '#아이폰충전기', '#아이폰', '#애플', '#애플충전기', '#애플8핀', '#케이블추천', '#팔로우', '#팔로워', '#올해의색상', '#충전', '#디지털', '#악세사리', '#라이트닝케이블', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스', '#팬톤케이블', '#pantonecable']"
59,"제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 3in1 케이블입니다.?? ..■ 패브릭소재 케이블■ 1.5M■ 최대 3대 까지 동시 충전(마이크로5핀, 라이트닝8핀, C타입)..가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#케이블#충전기#블루#5핀#C타입#갤럭시충전#갤럭시충전기#갤럭시#8핀#아이폰충전#아이폰충전기#아이폰#애플#애플충전기#애플8핀#케이블추천#팔로우#팔로워#올해의색상#충전#디지털#악세사리#라이트닝케이블#pantone#올해의색#펜톤#emcos#엠코스",2020-06-04,11,,"['#팬톤', '#팬톤컬러', '#케이블', '#충전기', '#블루', '#5핀', '#C타입', '#갤럭시충전', '#갤럭시충전기', '#갤럭시', '#8핀', '#아이폰충전', '#아이폰충전기', '#아이폰', '#애플', '#애플충전기', '#애플8핀', '#케이블추천', '#팔로우', '#팔로워', '#올해의색상', '#충전', '#디지털', '#악세사리', '#라이트닝케이블', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스']"
60,제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 8핀 케이블입니다.?? .■ 패브릭소재 케이블■ 1.5M■ 최대 480Mbps 강력한 데이터 전송속도가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#케이블#충전기#레드#8핀#아이폰충전#아이폰충전기#아이폰#애플#애플충전기#애플8핀#케이블추천#팔로우#팔로워#올해의색상#충전#디지털#악세사리#라이트닝케이블#pantone#올해의색#펜톤#emcos#엠코스#팬톤케이블,2020-06-04,12,,"['#팬톤', '#팬톤컬러', '#케이블', '#충전기', '#레드', '#8핀', '#아이폰충전', '#아이폰충전기', '#아이폰', '#애플', '#애플충전기', '#애플8핀', '#케이블추천', '#팔로우', '#팔로워', '#올해의색상', '#충전', '#디지털', '#악세사리', '#라이트닝케이블', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스', '#팬톤케이블']"
61,"#리그램 - @mungmoong2230 by @get_regrammer#리그램 - @emcos_samji by @get_regrammer제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 메탈바디 유선 이어폰입니다.??.■ 3가지 색상 (레드,그린,쿨그레이)■ 3.5mm플러그■ 리모트 컨트롤러, 마이크 내장형가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#이어폰#유선이어폰#레드#이어폰추천#팔로우#팔로워#올해의색상#음악#music#디지털#악세사리#감상#음악감상##pantone#올해의색#펜톤#emcos#엠코스",2020-06-01,8,,"['#리그램', '#리그램', '#팬톤', '#팬톤컬러', '#이어폰', '#유선이어폰', '#레드', '#이어폰추천', '#팔로우', '#팔로워', '#올해의색상', '#음악', '#music', '#디지털', '#악세사리', '#감상', '#음악감상', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스']"
62,"5월 30일, 오옷티디.????실은 29일 오옷티디???? 펄럭펄럭????",2020-05-30,4,,[]
63,#리그램 - @emcos_samji by @get_regrammer제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 투명 에어팟 하드케이스 입니다.?? 에어팟 1&2세대 호환 가능하며 투명케이스로 페어링 상태 확인 가능합니다.흐르는 물이나 물티슈로 간단히 세척이 가능하며반영구적으로 편리하게 사용가능합니다. ??.. ■충격방지 ■멀티카라비너 포함내부 제품사진은 옆으로 넘겨주세요 ??......#팬톤#팬톤컬러#에어팟프로#에어팟프로케이스#에어팟프로케이스추천#에어팟#에어팟케이스#pantone#투명#클리어#클리어케이스#케이스#에어팟프로케이스#프로케이스#올해의색#팬톤칩#디지털#악세사리#emcos#엠코스,2020-05-29,5,,"['#리그램', '#팬톤', '#팬톤컬러', '#에어팟프로', '#에어팟프로케이스', '#에어팟프로케이스추천', '#에어팟', '#에어팟케이스', '#pantone', '#투명', '#클리어', '#클리어케이스', '#케이스', '#에어팟프로케이스', '#프로케이스', '#올해의색', '#팬톤칩', '#디지털', '#악세사리', '#emcos', '#엠코스']"
64,"#리그램 - @emcos_samji by @get_regrammer제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 메탈바디 유선 이어폰입니다.??.■ 3가지 색상 (레드,그린,쿨그레이)■ 3.5mm플러그■ 리모트 컨트롤러, 마이크 내장형가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#이어폰#유선이어폰#레드#이어폰추천#팔로우#팔로워#올해의색상#음악#music#디지털#악세사리#감상#음악감상##pantone#올해의색#펜톤#emcos#엠코스",2020-05-29,6,,"['#리그램', '#팬톤', '#팬톤컬러', '#이어폰', '#유선이어폰', '#레드', '#이어폰추천', '#팔로우', '#팔로워', '#올해의색상', '#음악', '#music', '#디지털', '#악세사리', '#감상', '#음악감상', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스']"
69,Posted @withregram ? @emcos_samji 제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 투명 에어팟 하드케이스 입니다.?? 에어팟 1&2세대 호환 가능하며 투명케이스로 페어링 상태 확인 가능합니다.흐르는 물이나 물티슈로 간단히 세척이 가능하며반영구적으로 편리하게 사용가능합니다. ??.. ■충격방지 ■멀티카라비너 포함내부 제품사진은 옆으로 넘겨주세요 ??......#팬톤#팬톤컬러#에어팟프로#에어팟프로케이스#에어팟프로케이스추천#에어팟#에어팟케이스#pantone#투명#클리어#클리어케이스#케이스#에어팟프로케이스#프로케이스#올해의색#팬톤칩#디지털#악세사리#emcos#엠코스#슬기로운회사생활,2020-05-29,5,,"['#팬톤', '#팬톤컬러', '#에어팟프로', '#에어팟프로케이스', '#에어팟프로케이스추천', '#에어팟', '#에어팟케이스', '#pantone', '#투명', '#클리어', '#클리어케이스', '#케이스', '#에어팟프로케이스', '#프로케이스', '#올해의색', '#팬톤칩', '#디지털', '#악세사리', '#emcos', '#엠코스', '#슬기로운회사생활']"
70,"#슬기로운회사생활 Posted @withregram ? @emcos_samji 제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 메탈바디 유선 이어폰입니다.??.■ 3가지 색상 (레드,그린,쿨그레이)■ 3.5mm플러그■ 리모트 컨트롤러, 마이크 내장형가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#이어폰#유선이어폰#레드#이어폰추천#팔로우#팔로워#올해의색상#음악#music#디지털#악세사리#감상#음악감상##pantone#올해의색#펜톤#emcos#엠코스",2020-05-29,6,,"['#슬기로운회사생활', '#팬톤', '#팬톤컬러', '#이어폰', '#유선이어폰', '#레드', '#이어폰추천', '#팔로우', '#팔로워', '#올해의색상', '#음악', '#music', '#디지털', '#악세사리', '#감상', '#음악감상', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스']"
73,제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 투명 에어팟 하드케이스 입니다.?? 에어팟 1&2세대 호환 가능하며 투명케이스로 페어링 상태 확인 가능합니다.흐르는 물이나 물티슈로 간단히 세척이 가능하며반영구적으로 편리하게 사용가능합니다. ??.. ■충격방지 ■멀티카라비너 포함내부 제품사진은 옆으로 넘겨주세요 ??......#팬톤#팬톤컬러#에어팟프로#에어팟프로케이스#에어팟프로케이스추천#에어팟#에어팟케이스#pantone#투명#클리어#클리어케이스#케이스#에어팟프로케이스#프로케이스#올해의색#팬톤칩#디지털#악세사리#emcos#엠코스,2020-05-29,9,,"['#팬톤', '#팬톤컬러', '#에어팟프로', '#에어팟프로케이스', '#에어팟프로케이스추천', '#에어팟', '#에어팟케이스', '#pantone', '#투명', '#클리어', '#클리어케이스', '#케이스', '#에어팟프로케이스', '#프로케이스', '#올해의색', '#팬톤칩', '#디지털', '#악세사리', '#emcos', '#엠코스']"
74,"제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 메탈바디 유선 이어폰입니다.??.■ 3가지 색상 (레드,그린,쿨그레이)■ 3.5mm플러그■ 리모트 컨트롤러, 마이크 내장형가까운 홈플러스매장에서 구매하실 수 있습니다. ??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#이어폰#유선이어폰#레드#이어폰추천#팔로우#팔로워#올해의색상#음악#music#디지털#악세사리#감상#음악감상##pantone#올해의색#펜톤#emcos#엠코스",2020-05-29,11,,"['#팬톤', '#팬톤컬러', '#이어폰', '#유선이어폰', '#레드', '#이어폰추천', '#팔로우', '#팔로워', '#올해의색상', '#음악', '#music', '#디지털', '#악세사리', '#감상', '#음악감상', '#pantone', '#올해의색', '#펜톤', '#emcos', '#엠코스']"
75,#리그램 - @iwdmb_2030 by @get_regrammer#리그램 - @emcos_samji by @get_regrammer제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 에어팟 듀오 실리콘 케이스입니다??팬톤시그니쳐 팬톤칩키링도 포함되어있어 더 특별한 느낌을 낼 수있습니다??내부 제품사진은 옆으로 넘겨주세요 ??.......##팬톤#팬톤컬러#에어팟프로#에어팟프로케이스#에어팟프로케이스추천#에어팟#에어팟케이스#pantone#리빙코랄#livingcoral#케이스#에어팟프로실리콘케이스#듀오케이스#올해의색#팬톤칩#디지털#악세사리#emcos#엠코스,2020-05-28,6,,"['#리그램', '#리그램', '#팬톤', '#팬톤컬러', '#에어팟프로', '#에어팟프로케이스', '#에어팟프로케이스추천', '#에어팟', '#에어팟케이스', '#pantone', '#리빙코랄', '#livingcoral', '#케이스', '#에어팟프로실리콘케이스', '#듀오케이스', '#올해의색', '#팬톤칩', '#디지털', '#악세사리', '#emcos', '#엠코스']"
76,#리그램 - @emcos_samji by @get_regrammer제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 에어팟 듀오 실리콘 케이스입니다??팬톤시그니쳐 팬톤칩키링도 포함되어있어 더 특별한 느낌을 낼 수있습니다??내부 제품사진은 옆으로 넘겨주세요 ??.......##팬톤#팬톤컬러#에어팟프로#에어팟프로케이스#에어팟프로케이스추천#에어팟#에어팟케이스#pantone#리빙코랄#livingcoral#케이스#에어팟프로실리콘케이스#듀오케이스#올해의색#팬톤칩#디지털#악세사리#emcos#엠코스,2020-05-28,4,,"['#리그램', '#팬톤', '#팬톤컬러', '#에어팟프로', '#에어팟프로케이스', '#에어팟프로케이스추천', '#에어팟', '#에어팟케이스', '#pantone', '#리빙코랄', '#livingcoral', '#케이스', '#에어팟프로실리콘케이스', '#듀오케이스', '#올해의색', '#팬톤칩', '#디지털', '#악세사리', '#emcos', '#엠코스']"
77,#리그램 - @emcos_samji by @get_regrammer-제품소개해드립니다??해마다 올해의 색을 발표하고 있는 색상회사 팬톤브랜드의 에어팟프로 듀오 실리콘 케이스입니다??팬톤시그니쳐 팬톤칩키링도 포함되어있어 더 특별한 느낌을 낼 수있습니다??내부 제품사진은 옆으로 넘겨주세요 ??.......#팬톤#팬톤컬러#에어팟프로#에어팟프로케이스#에어팟프로케이스추천#에어팟#에어팟케이스#pantone#리빙코랄#livingcoral#케이스#에어팟프로실리콘케이스#듀오케이스#올해의색#팬톤칩#디지털#악세사리#emcos#엠코스,2020-05-28,3,,"['#리그램', '#팬톤', '#팬톤컬러', '#에어팟프로', '#에어팟프로케이스', '#에어팟프로케이스추천', '#에어팟', '#에어팟케이스', '#pantone', '#리빙코랄', '#livingcoral', '#케이스', '#에어팟프로실리콘케이스', '#듀오케이스', '#올해의색', '#팬톤칩', '#디지털', '#악세사리', '#emcos', '#엠코스']"
